gkz,jahr,sum_female_neighbors,total_neighbors,female_neighbor_share,known_neighbor_statuses 
634027,2006,0,6,0.0,6
634027,2011,0,6,0.0,6
634027,2016,0,6,0.0,6
635001,2001,0,3,0.0,3
635001,2006,0,3,0.0,3
635001,2011,0,3,0.0,3
635001,2016,0,3,0.0,3
635002,2001,0,6,0.0,6
635002,2006,0,6,0.0,6
635002,2011,0,6,0.0,6
635002,2016,0,6,0.0,6
635003,2001,0,5,0.0,5
635003,2006,0,5,0.0,5
635003,2011,0,5,0.0,5
635003,2016,0,5,0.0,5
635004,2001,0,4,0.0,4
635004,2006,0,4,0.0,4
635004,2011,0,4,0.0,4
635004,2016,0,4,0.0,4
635006,2001,0,7,0.0,7
635006,2006,0,7,0.0,7
635006,2011,0,7,0.0,7
635006,2016,0,7,0.0,7
635007,2001,0,4,0.0,4
635007,2006,0,4,0.0,4
635007,2011,0,4,0.0,4
635007,2016,0,4,0.0,4
635008,2001,0,2,0.0,2
635008,2006,0,2,0.0,2
635008,2011,0,2,0.0,2
635008,2016,0,2,0.0,2
635009,2001,0,6,0.0,6
635009,2006,0,6,0.0,6
635009,2011,0,6,0.0,6
635009,2016,0,6,0.0,6
635010,2001,0,5,0.0,5
635010,2006,0,5,0.0,5
635010,2011,0,5,0.0,5
635010,2016,0,5,0.0,5
635011,2001,0,6,0.0,6
635011,2006,0,6,0.0,6
635011,2011,0,6,0.0,6
635011,2016,0,6,0.0,6
635012,2001,0,5,0.0,5
635012,2006,0,5,0.0,5
635012,2011,0,5,0.0,5
635012,2016,0,5,0.0,5
635013,2001,0,8,0.0,8
635013,2006,0,8,0.0,8
635013,2011,0,8,0.0,8
635013,2016,0,8,0.0,8
635014,2001,0,2,0.0,2
635014,2006,0,2,0.0,2
635014,2011,0,2,0.0,2
635014,2016,0,2,0.0,2
635015,2001,0,6,0.0,6
635015,2006,0,6,0.0,6
635015,2011,0,6,0.0,6
635015,2016,0,6,0.0,6
635016,2001,0,3,0.0,3
635016,2006,0,3,0.0,3
635016,2011,0,3,0.0,3
635016,2016,0,3,0.0,3
635017,2001,0,6,0.0,6
635017,2006,0,6,0.0,6
635017,2011,0,6,0.0,6
635017,2016,0,6,0.0,6
635018,2001,0,4,0.0,4
635018,2006,0,4,0.0,4
635018,2011,0,4,0.0,4
635018,2016,0,4,0.0,4
635019,2001,0,6,0.0,6
635019,2006,0,6,0.0,6
635019,2011,0,6,0.0,6
635019,2016,0,6,0.0,6
635020,2001,0,4,0.0,4
635020,2006,0,4,0.0,4
635020,2011,0,4,0.0,4
635020,2016,0,4,0.0,4
635021,2001,0,7,0.0,7
635021,2006,0,7,0.0,7
635021,2011,0,7,0.0,7
635021,2016,0,7,0.0,7
635022,2001,0,2,0.0,2
635022,2006,0,2,0.0,2
635022,2011,0,2,0.0,2
635022,2016,0,2,0.0,2
636001,2001,0,5,0.0,5
636001,2006,1,5,20.0,5
636001,2011,1,5,20.0,5
636001,2016,1,5,20.0,5
636002,2001,0,5,0.0,5
636002,2006,0,5,0.0,5
636002,2011,0,5,0.0,5
636002,2016,0,5,0.0,5
636003,2001,0,7,0.0,7
636003,2006,0,7,0.0,7
636003,2011,0,7,0.0,7
636003,2016,0,7,0.0,7
636004,2001,0,6,0.0,5
636004,2006,1,6,16.666666666666668,5
636004,2011,1,6,16.666666666666668,5
636004,2016,1,6,16.666666666666668,5
636005,2001,0,2,0.0,2
636005,2006,0,2,0.0,2
636005,2011,0,2,0.0,2
636005,2016,0,2,0.0,2
636006,2001,0,8,0.0,8
636006,2006,0,8,0.0,8
636006,2011,0,8,0.0,8
636006,2016,0,8,0.0,8
636007,2001,0,3,0.0,3
636007,2006,0,3,0.0,3
636007,2011,0,3,0.0,3
636007,2016,0,3,0.0,3
636008,2001,0,5,0.0,5
636008,2006,0,5,0.0,5
636008,2011,0,5,0.0,5
636008,2016,0,5,0.0,5
636009,2001,0,1,0.0,1
636009,2006,1,1,100.0,1
636009,2011,1,1,100.0,1
636009,2016,1,1,100.0,1
636010,2001,0,4,0.0,4
636010,2006,0,4,0.0,4
636010,2011,0,4,0.0,4
636010,2016,0,4,0.0,4
636011,2001,0,7,0.0,7
636011,2006,0,7,0.0,7
636011,2011,0,7,0.0,7
636011,2016,0,7,0.0,7
636012,2001,0,7,0.0,7
636012,2006,0,7,0.0,7
636012,2011,0,7,0.0,7
636012,2016,0,7,0.0,7
636013,2001,0,2,0.0,2
636013,2006,0,2,0.0,2
636013,2011,0,2,0.0,2
636013,2016,0,2,0.0,2
636014,2001,0,6,0.0,6
636014,2006,0,6,0.0,6
636014,2011,0,6,0.0,6
636014,2016,0,6,0.0,6
636015,2001,0,3,0.0,3
636015,2006,0,3,0.0,3
636015,2011,0,3,0.0,3
636015,2016,0,3,0.0,3
636016,2001,0,4,0.0,3
636016,2006,0,4,0.0,3
636016,2011,0,4,0.0,3
636016,2016,1,4,25.0,3
636200,2001,0,5,0.0,5
636200,2006,1,5,20.0,5
636200,2011,1,5,20.0,5
636200,2016,1,5,20.0,5
